AGENCIA,CONTA,BANCO,TITULAR,OPERACAO,DATAHORA,VALOR
1009,5331,BRADESCO,MARCELO,SAQUE,2022-02-05T22:40:28,183.67
1021,7061,BRADESCO,FELIPE,DEPOSITO,2022-02-11T12:48:19,402.85
1076,0228,NUBANK,FELIPE,DEPOSITO,2022-02-05T16:39:44,534.13
1022,4995,SANTANDER,MARCELO,SAQUE,2022-02-12T02:51:04,315.23
1043,3952,NUBANK,PEDRO,DEPOSITO,2022-02-03T22:27:56,536.13
1037,3952,NUBANK,PEDRO,DEPOSITO,2022-02-03T22:27:56,536.13
1072,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1003,3133,BB,ANA,SAQUE,2022-02-03T15:59:07,778.58
1056,8888,BB,MARCELO,SAQUE,2022-02-10T12:36:12,649.02
1068,1597,BRADESCO,PEDRO,DEPOSITO,2022-02-04T16:30:47,297.43
1026,1453,BB,PEDRO,DEPOSITO,2022-02-06T13:15:28,228.68
1081,4871,ITAU,PEDRO,DEPOSITO,2022-02-06T03:27:53,211.28
1002,8539,NUBANK,MARCELO,DEPOSITO,2022-02-05T16:07:58,951.35
1089,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1025,5027,NUBANK,CRISTINA,SAQUE,2022-02-06T06:15:26,690.18
1020,9986,NUBANK,CLARA,DEPOSITO,2022-02-06T14:01:10,694.08
1094,9660,BB,ANA,DEPOSITO,2022-02-05T21:45:02,506.26
1067,5027,NUBANK,CRISTINA,SAQUE,2022-02-06T06:15:26,690.18
1099,6732,BB,PEDRO,DEPOSITO,2022-02-09T08:45:42,674.19
1098,8476,NUBANK,JOAO,DEPOSITO,2022-02-02T23:09:57,309.22
1011,4472,NUBANK,LUCIA,SAQUE,2022-02-05T09:45:02,275.91
1065,1065,SANTANDER,CLARA,DEPOSITO,2022-02-01T03:06:16,555.04
1060,3871,SANTANDER,ANA,DEPOSITO,2022-02-05T00:32:58,380.44
1098,6891,BRADESCO,MARCELO,SAQUE,2022-02-08T01:30:32,993.66
1059,4472,NUBANK,LUCIA,SAQUE,2022-02-05T09:45:02,275.91
1007,6449,BB,FELIPE,SAQUE,2022-02-04T18:16:10,647.3
1009,6449,BB,FELIPE,SAQUE,2022-02-04T18:16:10,647.3
1066,0852,SANTANDER,FELIPE,DEPOSITO,2022-02-04T06:14:01,601.87
1027,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1026,6622,BRADESCO,LUCIA,DEPOSITO,2022-02-01T17:56:55,756.05
1097,4924,BRADESCO,LUCIA,SAQUE,2022-02-06T08:05:18,984.46
1098,0228,NUBANK,FELIPE,DEPOSITO,2022-02-05T16:39:44,534.13
1097,0496,ITAU,JOAO,DEPOSITO,2022-02-07T06:22:36,535.0
1007,0852,SANTANDER,FELIPE,DEPOSITO,2022-02-04T06:14:01,601.87
1063,0222,ITAU,FELIPE,DEPOSITO,2022-02-09T21:30:20,73.29
1036,4924,BRADESCO,LUCIA,SAQUE,2022-02-06T08:05:18,984.46
1004,0059,BRADESCO,MARCELO,SAQUE,2022-02-06T12:10:18,180.37
1036,1453,BB,PEDRO,DEPOSITO,2022-02-06T13:15:28,228.68
1049,8340,BB,CLARA,SAQUE,2022-02-08T19:26:01,392.06
1012,0535,SANTANDER,LUCIA,DEPOSITO,2022-02-10T21:30:19,103.2
1079,4078,BB,FELIPE,SAQUE,2022-02-09T06:41:23,811.05
1038,4078,BB,FELIPE,SAQUE,2022-02-09T06:41:23,811.05
1029,4078,BB,FELIPE,SAQUE,2022-02-09T06:41:23,811.05
1079,1453,BB,PEDRO,DEPOSITO,2022-02-06T13:15:28,228.68
1022,7988,NUBANK,ANA,DEPOSITO,2022-02-11T06:31:32,498.12
1019,0615,NUBANK,CRISTINA,SAQUE,2022-02-10T05:48:51,923.8
1033,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1046,3599,NUBANK,JOAO,SAQUE,2022-02-10T21:41:20,742.12
1092,6980,SANTANDER,CRISTINA,DEPOSITO,2022-02-03T02:45:02,639.61
1096,4341,SANTANDER,CRISTINA,SAQUE,2022-02-05T06:32:14,396.22
1024,5913,ITAU,CLARA,DEPOSITO,2022-02-07T16:13:37,460.42
1028,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1099,9664,ITAU,CRISTINA,DEPOSITO,2022-02-06T05:13:43,731.33
1034,9390,ITAU,PEDRO,SAQUE,2022-02-09T15:40:56,148.84
1036,3342,BB,ANA,DEPOSITO,2022-02-04T19:36:33,991.56
1084,4871,ITAU,PEDRO,DEPOSITO,2022-02-06T03:27:53,211.28
1050,3451,NUBANK,PEDRO,SAQUE,2022-02-09T22:48:53,720.08
1066,6891,BRADESCO,MARCELO,SAQUE,2022-02-08T01:30:32,993.66
1099,0496,ITAU,JOAO,DEPOSITO,2022-02-07T06:22:36,535.0
1066,6980,SANTANDER,CRISTINA,DEPOSITO,2022-02-03T02:45:02,639.61
1040,9940,BB,CLARA,DEPOSITO,2022-02-11T22:22:37,30.63
1013,6088,ITAU,LUCIA,SAQUE,2022-02-11T01:37:31,707.05
1048,6756,SANTANDER,CRISTINA,SAQUE,2022-02-04T18:33:33,45.9
1066,9778,SANTANDER,FELIPE,DEPOSITO,2022-02-08T14:48:04,368.63
1099,2648,SANTANDER,LUCIA,DEPOSITO,2022-02-09T00:02:24,660.55
1052,1597,BRADESCO,PEDRO,DEPOSITO,2022-02-04T16:30:47,297.43
1030,6088,ITAU,LUCIA,SAQUE,2022-02-11T01:37:31,707.05
1020,0615,NUBANK,CRISTINA,SAQUE,2022-02-10T05:48:51,923.8
1041,7988,NUBANK,ANA,DEPOSITO,2022-02-11T06:31:32,498.12
1051,3962,BB,CRISTINA,SAQUE,2022-02-10T02:21:13,920.94
1063,5027,NUBANK,CRISTINA,SAQUE,2022-02-06T06:15:26,690.18
1030,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1034,8476,NUBANK,JOAO,DEPOSITO,2022-02-02T23:09:57,309.22
1100,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1010,2288,ITAU,PEDRO,SAQUE,2022-02-10T16:52:41,600.34
1077,9986,NUBANK,CLARA,DEPOSITO,2022-02-06T14:01:10,694.08
1090,4700,SANTANDER,FELIPE,DEPOSITO,2022-02-05T07:32:23,103.59
1070,1114,ITAU,MARCELO,SAQUE,2022-02-06T19:33:53,167.48
1031,1172,BB,MARCELO,SAQUE,2022-02-01T09:22:59,234.8
1082,4404,NUBANK,CLARA,SAQUE,2022-02-08T20:59:39,393.31
1008,8459,SANTANDER,MARCELO,SAQUE,2022-02-01T06:05:38,155.79
1025,5452,SANTANDER,ANA,DEPOSITO,2022-02-10T20:20:10,461.47
1053,8854,ITAU,MARCELO,DEPOSITO,2022-02-03T21:27:07,133.59
1018,7571,BRADESCO,ANA,SAQUE,2022-02-11T18:54:00,862.54
1073,2262,BB,LUCIA,SAQUE,2022-02-12T10:31:13,414.98
1078,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1033,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1005,8258,SANTANDER,FELIPE,SAQUE,2022-02-08T13:31:54,368.04
1003,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1077,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1009,4695,SANTANDER,PEDRO,DEPOSITO,2022-02-06T19:40:32,85.46
1091,8476,NUBANK,JOAO,DEPOSITO,2022-02-02T23:09:57,309.22
1092,9095,NUBANK,MARCELO,SAQUE,2022-02-08T12:30:23,250.26
1092,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1015,6088,ITAU,LUCIA,SAQUE,2022-02-11T01:37:31,707.05
1009,9664,ITAU,CRISTINA,DEPOSITO,2022-02-06T05:13:43,731.33
1025,8854,ITAU,MARCELO,DEPOSITO,2022-02-03T21:27:07,133.59
1039,0102,SANTANDER,ANA,DEPOSITO,2022-02-04T16:37:30,777.39
1012,0496,ITAU,JOAO,DEPOSITO,2022-02-07T06:22:36,535.0
1070,4924,BRADESCO,LUCIA,SAQUE,2022-02-06T08:05:18,984.46
1019,0496,ITAU,JOAO,DEPOSITO,2022-02-07T06:22:36,535.0
1079,8539,NUBANK,MARCELO,DEPOSITO,2022-02-05T16:07:58,951.35
1081,9940,BB,CLARA,DEPOSITO,2022-02-11T22:22:37,30.63
1052,4700,SANTANDER,FELIPE,DEPOSITO,2022-02-05T07:32:23,103.59
1071,9390,ITAU,PEDRO,SAQUE,2022-02-09T15:40:56,148.84
1052,0535,SANTANDER,LUCIA,DEPOSITO,2022-02-10T21:30:19,103.2
1017,6242,BRADESCO,FELIPE,DEPOSITO,2022-02-02T04:41:05,781.14
1039,8340,BB,CLARA,SAQUE,2022-02-08T19:26:01,392.06
1065,1172,BB,MARCELO,SAQUE,2022-02-01T09:22:59,234.8
1095,0496,ITAU,JOAO,DEPOSITO,2022-02-07T06:22:36,535.0
1016,5941,ITAU,ANA,DEPOSITO,2022-02-06T05:34:01,980.1
1031,8950,SANTANDER,MARCELO,SAQUE,2022-02-08T17:20:56,850.56
1007,8258,SANTANDER,FELIPE,SAQUE,2022-02-08T13:31:54,368.04
1025,8539,NUBANK,MARCELO,DEPOSITO,2022-02-05T16:07:58,951.35
1077,9121,SANTANDER,JOAO,SAQUE,2022-02-05T23:03:30,177.26
1085,9421,BRADESCO,JOAO,DEPOSITO,2022-02-05T08:27:28,309.95
1005,3879,SANTANDER,JOAO,SAQUE,2022-02-07T17:30:50,858.37
1069,9979,BB,LUCIA,DEPOSITO,2022-02-12T04:19:30,551.4
1001,8888,BB,MARCELO,SAQUE,2022-02-10T12:36:12,649.02
1035,3123,BRADESCO,ANA,SAQUE,2022-02-11T13:24:34,812.99
1008,8730,NUBANK,ANA,DEPOSITO,2022-02-11T12:36:04,984.3
1059,4134,ITAU,MARCELO,SAQUE,2022-02-08T01:11:47,277.31
1080,6242,BRADESCO,FELIPE,DEPOSITO,2022-02-02T04:41:05,781.14
1072,3962,BB,CRISTINA,SAQUE,2022-02-10T02:21:13,920.94
1083,9940,BB,CLARA,DEPOSITO,2022-02-11T22:22:37,30.63
1072,6242,BRADESCO,FELIPE,DEPOSITO,2022-02-02T04:41:05,781.14
1033,4658,BB,MARCELO,SAQUE,2022-02-07T14:29:48,745.91
1031,9421,BRADESCO,JOAO,DEPOSITO,2022-02-05T08:27:28,309.95
1050,0838,ITAU,JOAO,SAQUE,2022-02-04T08:19:19,771.65
1043,6756,SANTANDER,CRISTINA,SAQUE,2022-02-04T18:33:33,45.9
1084,1791,NUBANK,JOAO,DEPOSITO,2022-02-11T15:21:35,487.32
1004,5331,BRADESCO,MARCELO,SAQUE,2022-02-05T22:40:28,183.67
1065,4296,SANTANDER,PEDRO,SAQUE,2022-02-09T15:38:59,749.74
1018,9915,ITAU,CRISTINA,SAQUE,2022-02-06T21:56:14,682.24
1072,7571,BRADESCO,ANA,SAQUE,2022-02-11T18:54:00,862.54
1082,1453,BB,PEDRO,DEPOSITO,2022-02-06T13:15:28,228.68
1005,4078,BB,FELIPE,SAQUE,2022-02-09T06:41:23,811.05
1015,0535,SANTANDER,LUCIA,DEPOSITO,2022-02-10T21:30:19,103.2
1011,3342,BB,ANA,DEPOSITO,2022-02-04T19:36:33,991.56
1071,1791,NUBANK,JOAO,DEPOSITO,2022-02-11T15:21:35,487.32
1044,6732,BB,PEDRO,DEPOSITO,2022-02-09T08:45:42,674.19
1005,4392,BRADESCO,FELIPE,SAQUE,2022-02-11T13:52:22,580.84
1044,7988,NUBANK,ANA,DEPOSITO,2022-02-11T06:31:32,498.12
1100,8950,SANTANDER,MARCELO,SAQUE,2022-02-08T17:20:56,850.56
1036,4995,SANTANDER,MARCELO,SAQUE,2022-02-12T02:51:04,315.23
1089,5913,ITAU,CLARA,DEPOSITO,2022-02-07T16:13:37,460.42
1098,6980,SANTANDER,CRISTINA,DEPOSITO,2022-02-03T02:45:02,639.61
1021,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1060,9095,NUBANK,MARCELO,SAQUE,2022-02-08T12:30:23,250.26
1096,9979,BB,LUCIA,DEPOSITO,2022-02-12T04:19:30,551.4
1076,1065,SANTANDER,CLARA,DEPOSITO,2022-02-01T03:06:16,555.04
1086,0615,NUBANK,CRISTINA,SAQUE,2022-02-10T05:48:51,923.8
1012,9095,NUBANK,MARCELO,SAQUE,2022-02-08T12:30:23,250.26
1047,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1075,7061,BRADESCO,FELIPE,DEPOSITO,2022-02-11T12:48:19,402.85
1078,7988,NUBANK,ANA,DEPOSITO,2022-02-11T06:31:32,498.12
1083,8258,SANTANDER,FELIPE,SAQUE,2022-02-08T13:31:54,368.04
1021,3879,SANTANDER,JOAO,SAQUE,2022-02-07T17:30:50,858.37
1061,4472,NUBANK,LUCIA,SAQUE,2022-02-05T09:45:02,275.91
1059,9979,BB,LUCIA,DEPOSITO,2022-02-12T04:19:30,551.4
1078,8539,NUBANK,MARCELO,DEPOSITO,2022-02-05T16:07:58,951.35
1004,8539,NUBANK,MARCELO,DEPOSITO,2022-02-05T16:07:58,951.35
1073,7895,BRADESCO,CRISTINA,DEPOSITO,2022-02-12T09:20:43,10.72
1073,2648,SANTANDER,LUCIA,DEPOSITO,2022-02-09T00:02:24,660.55
1040,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1004,0227,ITAU,CRISTINA,DEPOSITO,2022-02-04T22:14:27,977.96
1071,3879,SANTANDER,JOAO,SAQUE,2022-02-07T17:30:50,858.37
1033,3451,NUBANK,PEDRO,SAQUE,2022-02-09T22:48:53,720.08
1023,3342,BB,ANA,DEPOSITO,2022-02-04T19:36:33,991.56
1067,9979,BB,LUCIA,DEPOSITO,2022-02-12T04:19:30,551.4
1023,4695,SANTANDER,PEDRO,DEPOSITO,2022-02-06T19:40:32,85.46
1071,0496,ITAU,JOAO,DEPOSITO,2022-02-07T06:22:36,535.0
1096,0102,SANTANDER,ANA,DEPOSITO,2022-02-04T16:37:30,777.39
1045,4700,SANTANDER,FELIPE,DEPOSITO,2022-02-05T07:32:23,103.59
1059,9095,NUBANK,MARCELO,SAQUE,2022-02-08T12:30:23,250.26
1030,8459,SANTANDER,MARCELO,SAQUE,2022-02-01T06:05:38,155.79
1002,8258,SANTANDER,FELIPE,SAQUE,2022-02-08T13:31:54,368.04
1055,5331,BRADESCO,MARCELO,SAQUE,2022-02-05T22:40:28,183.67
1072,6732,BB,PEDRO,DEPOSITO,2022-02-09T08:45:42,674.19
1068,0603,BB,CRISTINA,DEPOSITO,2022-02-08T09:27:35,432.5
1035,8730,NUBANK,ANA,DEPOSITO,2022-02-11T12:36:04,984.3
1039,0228,NUBANK,FELIPE,DEPOSITO,2022-02-05T16:39:44,534.13
1044,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1057,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1062,6465,SANTANDER,MARCELO,DEPOSITO,2022-02-03T15:26:35,555.1
1069,8340,BB,CLARA,SAQUE,2022-02-08T19:26:01,392.06
1081,1172,BB,MARCELO,SAQUE,2022-02-01T09:22:59,234.8
1039,6889,NUBANK,JOAO,SAQUE,2022-02-01T23:07:45,744.61
1015,4211,NUBANK,LUCIA,DEPOSITO,2022-02-03T10:40:18,446.44
1024,3871,SANTANDER,ANA,DEPOSITO,2022-02-05T00:32:58,380.44
1099,6756,SANTANDER,CRISTINA,SAQUE,2022-02-04T18:33:33,45.9
1058,1175,BB,FELIPE,SAQUE,2022-02-05T18:35:12,846.24
1028,9421,BRADESCO,JOAO,DEPOSITO,2022-02-05T08:27:28,309.95
1002,3952,NUBANK,PEDRO,DEPOSITO,2022-02-03T22:27:56,536.13
1045,2262,BB,LUCIA,SAQUE,2022-02-12T10:31:13,414.98
1096,6322,ITAU,JOAO,SAQUE,2022-02-09T00:01:54,814.32
1030,3599,NUBANK,JOAO,SAQUE,2022-02-10T21:41:20,742.12
1015,0603,BB,CRISTINA,DEPOSITO,2022-02-08T09:27:35,432.5
1021,7138,NUBANK,JOAO,SAQUE,2022-02-07T10:44:11,529.51
1035,0737,NUBANK,PEDRO,DEPOSITO,2022-02-08T19:48:09,572.34
1078,6756,SANTANDER,CRISTINA,SAQUE,2022-02-04T18:33:33,45.9
1054,5331,BRADESCO,MARCELO,SAQUE,2022-02-05T22:40:28,183.67
1075,0852,SANTANDER,FELIPE,DEPOSITO,2022-02-04T06:14:01,601.87
1015,4296,SANTANDER,PEDRO,SAQUE,2022-02-09T15:38:59,749.74
1014,0228,NUBANK,FELIPE,DEPOSITO,2022-02-05T16:39:44,534.13
1095,3879,SANTANDER,JOAO,SAQUE,2022-02-07T17:30:50,858.37
1002,6622,BRADESCO,LUCIA,DEPOSITO,2022-02-01T17:56:55,756.05
1014,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1051,0502,BB,CLARA,DEPOSITO,2022-02-06T09:07:37,390.52
1089,0511,SANTANDER,CLARA,SAQUE,2022-02-03T11:42:39,183.73
1052,9915,ITAU,CRISTINA,SAQUE,2022-02-06T21:56:14,682.24
1052,6756,SANTANDER,CRISTINA,SAQUE,2022-02-04T18:33:33,45.9
1079,4341,SANTANDER,CRISTINA,SAQUE,2022-02-05T06:32:14,396.22
1009,0102,SANTANDER,ANA,DEPOSITO,2022-02-04T16:37:30,777.39
1085,1065,SANTANDER,CLARA,DEPOSITO,2022-02-01T03:06:16,555.04
1058,8340,BB,CLARA,SAQUE,2022-02-08T19:26:01,392.06
1038,1453,BB,PEDRO,DEPOSITO,2022-02-06T13:15:28,228.68
1059,3879,SANTANDER,JOAO,SAQUE,2022-02-07T17:30:50,858.37
1019,4078,BB,FELIPE,SAQUE,2022-02-09T06:41:23,811.05
1012,8854,ITAU,MARCELO,DEPOSITO,2022-02-03T21:27:07,133.59
1074,3871,SANTANDER,ANA,DEPOSITO,2022-02-05T00:32:58,380.44
1072,0838,ITAU,JOAO,SAQUE,2022-02-04T08:19:19,771.65
1095,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1074,8476,NUBANK,JOAO,DEPOSITO,2022-02-02T23:09:57,309.22
1093,4871,ITAU,PEDRO,DEPOSITO,2022-02-06T03:27:53,211.28
1005,3871,SANTANDER,ANA,DEPOSITO,2022-02-05T00:32:58,380.44
1018,9986,NUBANK,CLARA,DEPOSITO,2022-02-06T14:01:10,694.08
1099,1453,BB,PEDRO,DEPOSITO,2022-02-06T13:15:28,228.68
1008,4341,SANTANDER,CRISTINA,SAQUE,2022-02-05T06:32:14,396.22
1015,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1017,2262,BB,LUCIA,SAQUE,2022-02-12T10:31:13,414.98
1064,3342,BB,ANA,DEPOSITO,2022-02-04T19:36:33,991.56
1093,2537,NUBANK,MARCELO,SAQUE,2022-02-04T05:18:55,336.41
1007,9915,ITAU,CRISTINA,SAQUE,2022-02-06T21:56:14,682.24
1020,5331,BRADESCO,MARCELO,SAQUE,2022-02-05T22:40:28,183.67
1046,0502,BB,CLARA,DEPOSITO,2022-02-06T09:07:37,390.52
1100,4134,ITAU,MARCELO,SAQUE,2022-02-08T01:11:47,277.31
1004,5913,ITAU,CLARA,DEPOSITO,2022-02-07T16:13:37,460.42
1016,0603,BB,CRISTINA,DEPOSITO,2022-02-08T09:27:35,432.5
1035,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1004,6465,SANTANDER,MARCELO,DEPOSITO,2022-02-03T15:26:35,555.1
1077,5027,NUBANK,CRISTINA,SAQUE,2022-02-06T06:15:26,690.18
1012,6242,BRADESCO,FELIPE,DEPOSITO,2022-02-02T04:41:05,781.14
1043,7571,BRADESCO,ANA,SAQUE,2022-02-11T18:54:00,862.54
1061,0102,SANTANDER,ANA,DEPOSITO,2022-02-04T16:37:30,777.39
1016,5452,SANTANDER,ANA,DEPOSITO,2022-02-10T20:20:10,461.47
1078,6465,SANTANDER,MARCELO,DEPOSITO,2022-02-03T15:26:35,555.1
1006,3952,NUBANK,PEDRO,DEPOSITO,2022-02-03T22:27:56,536.13
1096,0838,ITAU,JOAO,SAQUE,2022-02-04T08:19:19,771.65
1046,2121,BB,PEDRO,DEPOSITO,2022-02-05T13:46:18,626.96
1005,6242,BRADESCO,FELIPE,DEPOSITO,2022-02-02T04:41:05,781.14
1016,9940,BB,CLARA,DEPOSITO,2022-02-11T22:22:37,30.63
1063,4392,BRADESCO,FELIPE,SAQUE,2022-02-11T13:52:22,580.84
1087,9940,BB,CLARA,DEPOSITO,2022-02-11T22:22:37,30.63
1018,8950,SANTANDER,MARCELO,SAQUE,2022-02-08T17:20:56,850.56
1036,2288,ITAU,PEDRO,SAQUE,2022-02-10T16:52:41,600.34
1028,5027,NUBANK,CRISTINA,SAQUE,2022-02-06T06:15:26,690.18
1055,9979,BB,LUCIA,DEPOSITO,2022-02-12T04:19:30,551.4
1026,0227,ITAU,CRISTINA,DEPOSITO,2022-02-04T22:14:27,977.96
1033,0603,BB,CRISTINA,DEPOSITO,2022-02-08T09:27:35,432.5
1083,4404,NUBANK,CLARA,SAQUE,2022-02-08T20:59:39,393.31
1073,6088,ITAU,LUCIA,SAQUE,2022-02-11T01:37:31,707.05
1021,1597,BRADESCO,PEDRO,DEPOSITO,2022-02-04T16:30:47,297.43
1083,5913,ITAU,CLARA,DEPOSITO,2022-02-07T16:13:37,460.42
1094,2537,NUBANK,MARCELO,SAQUE,2022-02-04T05:18:55,336.41
1072,8459,SANTANDER,MARCELO,SAQUE,2022-02-01T06:05:38,155.79
1009,5452,SANTANDER,ANA,DEPOSITO,2022-02-10T20:20:10,461.47
1063,6158,NUBANK,MARCELO,DEPOSITO,2022-02-05T20:00:26,514.46
1034,6756,SANTANDER,CRISTINA,SAQUE,2022-02-04T18:33:33,45.9
1055,8340,BB,CLARA,SAQUE,2022-02-08T19:26:01,392.06
1043,0222,ITAU,FELIPE,DEPOSITO,2022-02-09T21:30:20,73.29
1074,1172,BB,MARCELO,SAQUE,2022-02-01T09:22:59,234.8
1003,8888,BB,MARCELO,SAQUE,2022-02-10T12:36:12,649.02
1016,0535,SANTANDER,LUCIA,DEPOSITO,2022-02-10T21:30:19,103.2
1028,0615,NUBANK,CRISTINA,SAQUE,2022-02-10T05:48:51,923.8
1094,7895,BRADESCO,CRISTINA,DEPOSITO,2022-02-12T09:20:43,10.72
1068,3871,SANTANDER,ANA,DEPOSITO,2022-02-05T00:32:58,380.44
1091,3451,NUBANK,PEDRO,SAQUE,2022-02-09T22:48:53,720.08
1055,0852,SANTANDER,FELIPE,DEPOSITO,2022-02-04T06:14:01,601.87
1026,8888,BB,MARCELO,SAQUE,2022-02-10T12:36:12,649.02
1075,4871,ITAU,PEDRO,DEPOSITO,2022-02-06T03:27:53,211.28
1072,2648,SANTANDER,LUCIA,DEPOSITO,2022-02-09T00:02:24,660.55
1024,1065,SANTANDER,CLARA,DEPOSITO,2022-02-01T03:06:16,555.04
1053,1172,BB,MARCELO,SAQUE,2022-02-01T09:22:59,234.8
1054,0227,ITAU,CRISTINA,DEPOSITO,2022-02-04T22:14:27,977.96
1091,3342,BB,ANA,DEPOSITO,2022-02-04T19:36:33,991.56
1084,4134,ITAU,MARCELO,SAQUE,2022-02-08T01:11:47,277.31
1062,4296,SANTANDER,PEDRO,SAQUE,2022-02-09T15:38:59,749.74
1094,9979,BB,LUCIA,DEPOSITO,2022-02-12T04:19:30,551.4
1073,8539,NUBANK,MARCELO,DEPOSITO,2022-02-05T16:07:58,951.35
1028,9769,NUBANK,LUCIA,DEPOSITO,2022-02-02T19:36:00,904.27
1030,4658,BB,MARCELO,SAQUE,2022-02-07T14:29:48,745.91
1025,1172,BB,MARCELO,SAQUE,2022-02-01T09:22:59,234.8
1064,0496,ITAU,JOAO,DEPOSITO,2022-02-07T06:22:36,535.0
1088,7895,BRADESCO,CRISTINA,DEPOSITO,2022-02-12T09:20:43,10.72
1060,0222,ITAU,FELIPE,DEPOSITO,2022-02-09T21:30:20,73.29
1034,6158,NUBANK,MARCELO,DEPOSITO,2022-02-05T20:00:26,514.46
1098,6088,ITAU,LUCIA,SAQUE,2022-02-11T01:37:31,707.05
1098,4472,NUBANK,LUCIA,SAQUE,2022-02-05T09:45:02,275.91
1069,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1005,0852,SANTANDER,FELIPE,DEPOSITO,2022-02-04T06:14:01,601.87
1057,3123,BRADESCO,ANA,SAQUE,2022-02-11T13:24:34,812.99
1065,3952,NUBANK,PEDRO,DEPOSITO,2022-02-03T22:27:56,536.13
1070,1065,SANTANDER,CLARA,DEPOSITO,2022-02-01T03:06:16,555.04
1013,9421,BRADESCO,JOAO,DEPOSITO,2022-02-05T08:27:28,309.95
1011,6891,BRADESCO,MARCELO,SAQUE,2022-02-08T01:30:32,993.66
1009,4924,BRADESCO,LUCIA,SAQUE,2022-02-06T08:05:18,984.46
1042,6622,BRADESCO,LUCIA,DEPOSITO,2022-02-01T17:56:55,756.05
1092,3879,SANTANDER,JOAO,SAQUE,2022-02-07T17:30:50,858.37
1088,9769,NUBANK,LUCIA,DEPOSITO,2022-02-02T19:36:00,904.27
1015,5913,ITAU,CLARA,DEPOSITO,2022-02-07T16:13:37,460.42
1057,4296,SANTANDER,PEDRO,SAQUE,2022-02-09T15:38:59,749.74
1002,3123,BRADESCO,ANA,SAQUE,2022-02-11T13:24:34,812.99
1090,7895,BRADESCO,CRISTINA,DEPOSITO,2022-02-12T09:20:43,10.72
1003,0059,BRADESCO,MARCELO,SAQUE,2022-02-06T12:10:18,180.37
1039,6449,BB,FELIPE,SAQUE,2022-02-04T18:16:10,647.3
1019,6732,BB,PEDRO,DEPOSITO,2022-02-09T08:45:42,674.19
1085,9986,NUBANK,CLARA,DEPOSITO,2022-02-06T14:01:10,694.08
1019,3451,NUBANK,PEDRO,SAQUE,2022-02-09T22:48:53,720.08
1053,2648,SANTANDER,LUCIA,DEPOSITO,2022-02-09T00:02:24,660.55
1057,0502,BB,CLARA,DEPOSITO,2022-02-06T09:07:37,390.52
1023,0102,SANTANDER,ANA,DEPOSITO,2022-02-04T16:37:30,777.39
1031,9095,NUBANK,MARCELO,SAQUE,2022-02-08T12:30:23,250.26
1030,7571,BRADESCO,ANA,SAQUE,2022-02-11T18:54:00,862.54
1097,0511,SANTANDER,CLARA,SAQUE,2022-02-03T11:42:39,183.73
1009,9660,BB,ANA,DEPOSITO,2022-02-05T21:45:02,506.26
1003,7138,NUBANK,JOAO,SAQUE,2022-02-07T10:44:11,529.51
1058,0059,BRADESCO,MARCELO,SAQUE,2022-02-06T12:10:18,180.37
1083,3599,NUBANK,JOAO,SAQUE,2022-02-10T21:41:20,742.12
1100,9421,BRADESCO,JOAO,DEPOSITO,2022-02-05T08:27:28,309.95
1091,0852,SANTANDER,FELIPE,DEPOSITO,2022-02-04T06:14:01,601.87
1055,1114,ITAU,MARCELO,SAQUE,2022-02-06T19:33:53,167.48
1062,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1069,8950,SANTANDER,MARCELO,SAQUE,2022-02-08T17:20:56,850.56
1055,8258,SANTANDER,FELIPE,SAQUE,2022-02-08T13:31:54,368.04
1039,8950,SANTANDER,MARCELO,SAQUE,2022-02-08T17:20:56,850.56
1053,9095,NUBANK,MARCELO,SAQUE,2022-02-08T12:30:23,250.26
1022,9390,ITAU,PEDRO,SAQUE,2022-02-09T15:40:56,148.84
